pmid,sentence,label
3609047,Torsade de pointes during loading with amiodarone.,1
3604756,Six months before cessation of therapy discrete radiological signs of apical fibrosis appeared.,0
1174301,Triiodothyronine-induced thyrotoxicosis in ophthalmic Graves disease.,1
1331730,A case of transient bullous dermolysis of the newborn associated with Wilms' tumor is reported.,0
10455349,His fever resolved and clearance of the nodule was documented on a CT scan 2 months after diagnosis and initiation of treatment.,0
16035204,The patient then developed profound bradycardia that progressed to ventricular fibrillation and asystole.,0
18784429,METHODS AND RESULTS: Clinical signs of adrenal suppression were observed in the newborn 3 h after birth.,0
2048579,Effects of the methylprednisolone pulse therapy on renal function.,0
18797263,OBJECTIVE: We describe atypical motor and cognitive features in a case of familial Alzheimer disease (FAD) due to presenilin-1 (PS-1) mutation.,0
10053240,An unusual case of Lafora body disease.,0
11895192,She was found to have PTLD of the nasopharynx.,0
11122162,"MI related to the use of activated and non-activated PCCs predominantly affects young patients who often have no preceding history of, or risk factors for, MI and tends to be associated with large cumulative doses of concentrate.",1
10410183,"We suggest that in patients treated with olanzapine, CK concentrations should be checked on initiation of therapy, within the first 48 hours, and weekly thereafter for at least one month.",0
12402387,Radiologic findings were consistent with PI.,0
7807993,The median follow-up exceeded 7 years and 72% of these patients had received prior alkylating agent therapy.,0
15857283,PURPOSE: The aim of this study was to report on the possible development of corneal endothelial deposits resulting from the use of rifabutin.,1
8636829,"Corticosteroid administration was ineffective, whereas a prompt response to cyclosporine was observed.",0
11522094,"Chronic hypotension, infrequent though possible in chronic renal failure patients on hemodialysis, has harmful consequences on their physical state and hence general well-being.",0
12196666,The authors describe three families in whom the occurrence of FVS in all the siblings strongly suggests hereditary susceptibility to valproic acid-induced adverse outcome.,1
7789881,Secretory endometrial adenocarcinoma in a patient on tamoxifen for breast cancer: a report of a case.,1
9520206,She subsequently developed microbial keratitis at 1 o'clock adjacent to the limbus.,0
11247558,We describe a patient who presented with bloody diarrhoea after 15 mg meloxicam daily for 10 days for osteoarthritis.,1
8336315,Our case report highlights the need to remain alert for unusual manifestations of syphilis in immunosuppressed patients.,0
17032552,"In this case series, the course of mild to severe OHSS was evaluated in 19 intact twin pregnancies after IVF/ICSI.",0
17976201,We describe the development of severe lipoatrophy in a patient treated with biphasic aspart.,0
9865241,The patient was initially treated with hydration and furosemide but developed congestive heart failure.,1
19307676,Posterior reversible encephalopathy syndrome associated with methotrexate neurotoxicity: conventional magnetic resonance and diffusion-weighted imaging findings.,1
16221163,"After exclusion of common reasons of this condition, liver biopsy was performed.",0
18523232,"CASE SUMMARY: A 61-year-old woman with no apparent risk factors for liver injury developed acute hepatitis one week after the final dose of a long-term course of pulse itraconazole therapy (200 mg orally twice daily, 1 wk on, 3 wk off, for 24 wk) for onychomycosis.",1
16192734,Rhabdomyolysis caused by tocolysis with oral ritodrine hydrochloride in a pregnant patient with myotonic dystrophy.,1
12195080,"Moreover, meningiomas in the lumbosacral region are very rare.",0
1577957,"Several studies have provided evidence suggesting that ""placebo effects"" represent conditioning phenomena and that learning processes influence the response to placebo medication.",0
11033734,Incidence of seizures in pediatric cancer patients treated with imipenem/cilastatin.,1
18691992,CONCLUSIONS: We report this case of the concomitant appearance of multiple skin cancers and nail changes associated with hydroxyurea use.,1
17324248,Piloerection induced by replacing fluvoxamine with milnacipran.,1
8755459,"Clonidine, oral and patch, has been used in adults for the treatment of hypertension and Tourette's Syndrome.",0
9728364,"Primary Central Nervous System Lymphoma (PCNSL) was seen in 2% of the liver, and 2% of the heart recipients.",0
10452772,She continued to receive regular insulin 4 times per day over the following 3 years with only occasional hives.,1
6529939,Alternating sinus rhythm and intermittent sinoatrial block induced by propranolol.,1
10212021,A drug-drug interaction may result in decreased methadone blood levels when administered with nevirapine.,0
19844714,METHODS: Retrospective chart review was performed.,0
1542144,"Toxicology testing confirmed the presence of strychnine in blood, gastric aspirate, and urine.",0
172214,Cardiomyopathy after widely separated courses of adriamycin exacerbated by actinomycin-D and mithramycin.,1
9847899,Exacerbation of the inflammatory response to Mycobacterium tuberculosis after antiretroviral therapy.,0
1680596,Psoriasis-like skin reaction in a patient with rheumatoid arthritis after sulphasalazine therapy.,1
2353431,"During the past 10 y, 25 children with a mean age of 2 y were admitted for clonidine intoxication.",0
17123120,"Two weeks after stopping the adminsitration of tacrolimus, his urine output improved, and the hemoglobin and serum creatinine normalized.",0
12661801,A 72-year-old woman with a history of thyrotoxicosis presented with sore throat and fever two weeks after starting carbimazole.,1
19811415,Their hair grew back after 2-3 months steroid therapy.,0
6933231,Intracranial hemorrhage and focal seizures secondary to use of L-asparaginase during induction therapy of acute lymphocytic leukemia.,1
19757708,Meningitis can be caused in experimental performing a lumbar puncture (LP) after bacteraemia.,0
9925865,CONCLUSION: Lipoid pneumonia as a result of mineral oil aspiration still occurs in the pediatric population.,1
7991279,"The changes were those of nodular hyperplasia, sclerosis of terminal hepatic venules with associated zone 3 hemorrhagic necrosis, and sinusoidal fibrosis.",0
10367184,Myotonia associated with sarcoidosis is rare.,0
11391721,Early onset Pneumocystis carinii pneumonia after allogeneic peripheral blood stem cell transplantation.,0
15977922,Potential mechanisms involved in the occurrence of ischemic colitis in patients receiving tegaserod are also discussed.,1
17235646,Quinupristin/dalfopristin and voriconazole controlled Staphylococcus epidermidis pneumonia and chronic necrotizing aspergillosis in a patient with severe lung degradation consequent to multiple treatments for Hodgkin's lymphoma.,0
18472517,We present here a female patient who developed acute bilateral parotitis within minutes of i.v. enalaprilat injection and recovered within 24 hours of stopping the drug and with symptomatic treatment.,1
17908142,Diagnosis was confirmed by histological and mycological examination.,0
8239963,This report describes a patient who developed spasticity following a traumatic spinal cord injury.,0
7712052,"The evidence linking disorders of anger and impulse control to a dysregulation in neurotransmitter regulation, particularly in serotonergic pathways, supports a psychopharmacologic approach to treatment.",0
19116715,"METHODS: A retrospective report of the first case of gemcitabine-related HUS, in a patient with metastatic pancreatic adenocarcinoma, treated with a variety of standard therapies in addition to rituximab is presented.",1
9417174,"OBJECTIVE: Wernicke encephalopathy (WE) is an acute neurologic disorder characterized by a triad of ophthalmoplegia, ataxia, and mental confusion.",0
10694287,"Avascular necrosis (or osteonecrosis) is a very rare extraintestinal osseous complication that may occur in Crohn's disease, independent of previously reported risk factors, including corticosteroids or parenteral nutrition with lipid emulsions.",0
7375145,Number twenty-one.,0
17902124,These mutations were not present in samples obtained during the primary CMV infection.,0
9760614,"Possible side effects of tPA injection, such as increased intraocular pressure and corneal edema, were not observed.",0
665845,Tardive dyskinesia in an adolescent.,0
10944011,"In-111 platelets accumulated markedly over the abdominal aortic graft with a shortened platelet survival time and reflected changes in hematologic studies, which showed low platelet counts and a high concentration of fibrinogen degradation products in the plasma.",0
11506739,Myasthenia gravis during low-dose IFN-alpha therapy for chronic hepatitis C.,1
9042097,The clinical and allergologic features of this case strongly suggest type IV hypersensitivity.,0
10610018,Elevated serum triglycerides with clozapine resolved with risperidone in four patients.,1
11722307,Further post-marketing surveys are required.,0
9169264,Cephalexin rash in infectious mononucleosis.,1
16652099,"ENT surgeons, general physicians, and infertility experts should consider this in the differential diagnosis of neck swellings, particularly after OHSS and IVF treatment, and in this case report, we emphasis the need for an urgent ultrasound of the neck in such patients.",0
18297577,The neck ultrasonography revealed the presence of non-vascularized oval mass in the left submandibular area with an irregular sonostructure.,0
18977778,"Despite these antithrombotic effects, the patient developed repeated venous thromboembolism during treatment with low-molecular-weight heparin.",1
12488741,Proton MRS examination demonstrated a persistent lactate elevation during metronidazole treatment.,1
8749646,We describe four patients who had seizures while receiving ofloxacin; no other causes were evident.,1
17352036,"Adverse effects of amiodarone including pulmonary toxicity, hepatotoxicity, aggravation of arrhythmia, and thyroid diseases are well understood.",1
1182639,The influence of diuretic therapy in combination with lithium is felt to enhance the risk of intoxication.,0
19949685,Colonic mucosal necrosis following administration of calcium polystryrene sulfonate (Kalimate) in a uremic patient.,1
17444802,No subjective discomfort was reported.,0
8321786,Familiarity with and critical appraisal of the literature on pulmonary infiltration in immunocompromised patients can contribute to a clear diagnostic and management plan.,0
1743388,This is a report of a renal transplant patient with Pneumocystis pneumonia who developed chemical cellulitis and ulceration following the extravasation of intravenous pentamidine into the soft tissues of the left hand and forearm.,1
7351000,The probability of developing acute leukemia in this study was not significantly correlated to the total cumulative dosage of Treosulfan.,1
1785279,A case is reported of a metastatic gestational choriocarcinoma in a 25-year old woman.,0
9260733,"We report the case of a patient who developed polyserositis (pericardial effusion, pleural effusion, and pericarditis) after being started on clozapine, and whose symptoms remitted upon discontinuation of clozapine.",1
8597009,Phenytoin toxicity due to concomitant antituberculosis therapy.,1
2540794,All six patients have 6/6 best corrected vision.,0
17211995,"We suggest that a combination of anti-TNF-alpha, plasmapheresis and high-dose intravenous gammaglobulin may be a safe and effective therapy for pregnant patients suffering severe lupus nephritis.",0
9253492,Heat stroke-like episode in a child caused by zonisamide.,1
8034807,In two patients opportunistic infections did not develop.,0
3152997,Neither had previous evidence of underlying cardiac disease.,0
16200540,"Videopolysomnographic and pharmacokinetic studies with monitoring of plasma levodopa levels demonstrated marked motor hyperactivity during augmentation, with anarchic discharges of motor unit potentials, tonic grouped discharges and flexor spasms, associated with painful dysesthesia.",1
7776854,"Our cases constitute the most severe cases of benzarone hepatotoxicity reported so far, and comprise the first cases of (sub)fulminant hepatitis and cirrhosis related to benzarone.",1
10414481,"A week before the onset of hepatitis, the patient complained of upper gastrointestinal symptoms and was treated for gastritis.",0
18580694,The beta-lactam antibiotics are reported to induce convulsions caused by the suppression of inhibitory GABAergic functions.,0
11696132,A unilateral fixed and dilated pupil was noted.,0
20065266,"Orthostatic hypotension was also noted at that visit, with a standing blood pressure measurement of 95/80 mm Hg.",0
16884425,Reversible findings of restricted diffusion in 5-fluorouracil neurotoxicity.,1
14742791,The patient had initiated treatment with oral pantoprazole 40 mg/d for gastroesophageal reflux 2 months prior to admission.,0
15061230,A recommendation to add corticosteroids to serotonin receptor antagonists only after demonstrated nausea in chemotherapy regimes with low-dose cisplatin (20 mg/m2) for five days seems justified.,0
18607107,METHODS: We describe a patient with MS in remission who had not exhibited any signs of IBD in the past.,0
7995508,We recommend that physicians specifically inquire about patients' use of decongestants and diet aids.,0
8547083,"Transfusion-associated graft-versus-host disease (TA-GVHD), has rarely been reported associated with B-chronic lymphocytic leukaemia (B-CLL).",0
19660974,"Review of existing literature shows that in immunocompromised patients, GI cryptococcosis invariably coexists with disseminated cryptococcosis, often lacks prominent GI symptomatology, and is primarily diagnosed postmortem.",0
9934637,An unusual cause of burn injury: unsupervised use of drugs that contain psoralens.,1
17090724,"DISCUSSION: Amphotericin B deoxycholate has been reported to produce significant cardiac toxicity, with ventricular arrhythmias and bradycardia reported in overdoses in children and in adults with preexisting cardiac disease, even when administered in conventional dosages and infusion rates.",1
20120657,"BACKGROUND: Zidovudine, a Nucleoside Reverse Transcriptase Inhibitor (NRTI) is one of the earliest antiretroviral agents used as a combination in the Highly Active Antiretroviral Therapy (HAART) for the treatment of HIV infection.",0
9796135,Syncope in a 65-year-old woman after nitrate ingestion.,1
18805724,"Although its overall safety profile is good, a few cases of toxic epidermal necrolysis have been reported.",0
9161656,"She continued taking verapamil for 6 months, then, on her own, stopped all medications including the sustained-release verapamil, and her asthma symptoms disappeared.",1
4075534,Two reports of spindle coma are noted with alcohol and imipramine.,1
9067052,"Postoperatively, a continuous epidural infusion of fentanyl/bupivacaine was used for postoperative pain management.",0
4006540,A 19-year-old man with untreated systemic lupus erythematosus had an acute myocardial infarction.,0
17365919,This report presents a patient with membranoproliferative glomerulonephritis (MPGN) who developed KS following treatment with long-term medium dose glucocorticoid and short-term additional immunosuppressives.,0
15875134,"Although numbness of the left arm was not improved, her overall pain score was reduced by 2 on the 7th day after the start of SKT.",0
9362107,"On the next day, after a total dose of only 600 mg of danazol, gingival bleeding and purpura occurred.",1
12397859,The management of the patient's withdrawal symptoms is described.,0
16565017,"In March 1999, a 35-year-old woman had uneventful laser in situ keratomileusis in both eyes on the same day.",0
1888256,"To our knowledge, drug-induced fever has not been reported with the use of diltiazem hydrochloride, a commonly prescribed calcium channel blocker.",1
7748076,SETTING: Hospital-based pathology laboratory processing inpatient and outpatient specimens.,0
12166705,Mitomycin-C induced hemolytic uremic syndrome: a case report.,1
8870378,In 1984 alanine aminotransferase presented abnormal levels.,0
3970339,"A patient presented with a painful, oedematous, cyanosed hand having injected a solution of diamorphine and methylphenidate into his radial artery.",1
19630487,The authors report the case of a 32-year-old man who had been treated for anxiety and obsessive-compulsive disorder and had received 800 mg methylphenobarbital (MPB).,0
15857283,"CONCLUSIONS: In these 3 cases, the unique positive ocular finding was corneal endothelial deposits, which may be related to the use of rifabutin.",1
18326897,Neutropenic enterocolitis should be considered in patients with abdominal symptoms especially during the granulocyte nadir following chemotherapy.,0
7571352,"Due to its low volume of distribution (0.6 L/kg), low protein binding (about 15%) and water solubility, acyclovir is an example of the ideal drug that can be removed by hemodialysis.",0
9565735,Risperidone in the treatment of delusions of infestation.,0
17112915,It may be confused with intracranial tumors and requires long-term combined antibiotic therapy after drainage.,0
16393774,Therapy with IFN-beta has rarely been associated with the development of autoimmune disorders.,1
10431414,The association between heparin and priapism is often recognized; abnormal platelet aggregation could play a role in the pathogenesis of this side effect.,1
11099623,There is growing interest in the use of hyperbaric oxygen therapy (HBO(2)) for children with cerebral palsy.,0
11545487,Indinavir-associated nephrolithiasis and chronic interstitial nephritis were the only possible causes identified in this patient.,1
8375752,"Although retinoic acid is well tolerated by the majority of patients with this disease, a potentially fatal complication of this kind of treatment has been reported: ""the retinoic acid syndrome"".",1
12452753,Fluorouracil for allergic reactions to capecitabine.,1
14684937,"Iatrogenic hypercalcemia due to vitamin D3 ointment (1,24(OH)2D3) combined with thiazide diuretics in a case of psoriasis.",1
2796025,Panic anxiety after abrupt discontinuation of mianserin.,1
11590881,Carbamazepine induced right bundle branch block in a Greenlandic patient.,1
15245584,"BACKGROUND: Over the past decade, the treatment of Parkinson disease (PD) has undergone tremendous changes.",0
18364401,An objective causality assessment revealed that the adverse drug event was probable.,0
8292513,"Children with acute lymphoblastic leukemia (ALL), treated with L-asparaginase are at risk for cerebral thrombosis or hemorrhage because of coagulation protein deficiencies.",1
11999915,Granulocytopenia and agranulocytosis are considered among the most dangerous adverse effects of clozapine.,1
8589490,Pigmentary aberrations are well known side effects of cytostatic chemotherapeutic agents.,0
12971073,We present a patient who developed life-threatening Met-Hgb from the local anesthesia required during percutaneous endoscopic gastrostomy tube placement.,0
11706664,Acute asymptomatic hepatitis in a healthy normal volunteer exposed to 2 oral doses of amodiaquine and artesunate.,1
9715731,"At the same time, physicians cannot yet rely solely on a genetic diagnosis because we have not yet identified a sufficient spectrum of mutations, and it is not currently feasible to examine every patient's full DNA sequence for the entire gene; screening an ethnically consistent and clinically positive patient for the 8 known mutations frequently identifies a mutation on only 1 chromosome, and genetic analysis of other classic cases will often reveal none of the 8 mutations.",0
15996745,"The microbiologic diagnosis was established after valvectomy, which was necessitated by failure of empiric antibiotics to eradicate the infection.",0
6804171,"Data obtained from animal studies support the established hypothesis that lactate is distributed like other weak organic acids at steady-state; hence, alkalemia should favor a shift of lactate from the intracellular fluid (ICF) to the extracellular fluid (ECF).",0
10190739,They also suggest that liver enzymes should be monitored during treatment with riluzole.,0
6197014,Two children with rheumatic fever developed anicteric hepatitis while on high-dose aspirin therapy.,1
9311175,"Two patients with ovarian cancer who had received multiple courses of cisplatin without complications experienced hypersensitivity reactions to cisplatin: one, involving intrahepatic artery infusion, manifested general erythema, dyspnea, and hypotension; the other, involving intravenous infusion, manifested abdominal pain, general erythema, and fever.",1
16239768,Urinary incontinence is an important medical condition with clinical and social implications.,0
6422563,She was successfully treated with intravenous cefoxitin and removal of the indwelling central catheter.,0
15965422,We review the literature on previously reported cases of cutaneous necrosis after injection of standard interferon alfa or pegylated interferon alfa-2b and discuss the different pathophysiologic mechanisms that might be involved.,1
9725786,"After stereotactic aspiration of the abscess, successful treatment was achieved by triple therapy with trimethoprim sulfamethoxazole (TMP/SMX), ceftriaxone and amikacin.",0
2116935,Splenic hemorrhage: a complication of tissue plasminogen activator treatment.,1
7006787,Herpes simplex keratitis in renal transplant recipients.,0
14690166,"Therefore, it is reasonable to conclude that: 1) 2-CdA can induce durable complete remission in MCD patients but unfortunately it cannot cure the disease; 2) the possibility that 2-CdA may accelerate the transformation of MCD to NHL cannot be ruled out.",1
18094347,"According to the Naranjo probability scale, the papular eruption was probably caused by methotrexate.",1
15663666,Scrotal ulceration induced by all-trans retinoic acid in a patient with acute promyelocytic leukemia.,1
16411025,Diffusion-weighted MRI correlates of subacute methotrexate-related neurotoxicity.,1
10082597,METHODS: We report two cases of pseudoporphyria caused by naproxen and oxaprozin.,1
15529178,The association with etanercept therapy and granulomatous reactions is discussed along with the differential diagnosis.,0
1803787,This report describes the utility of monitoring free SDC following Fab administration.,0
11762672,"Methanol metabolism was effectively blocked by fomepizole even after ethanol had been eliminated, and the patient recovered 20/20 vision by day 14 with normal fundoscopy.",0
18371508,"We report the first case of fulminant adult respiratory distress syndrome (ARDS) associated with pegylated interferon alpha-2a (pegIFNalpha-2a) and ribavirin use for hepatitis C, complicated by subsequent and ultimately fatal sepsis and multiorgan failure.",1
12195080,Spinal meningiomas predominantly arise in the fourth to sixth decades of life and are more common in women.,0
2796025,"When the patient discontinued taking the drugs by herself because of subsiding of these symptoms, severe panic anxiety appeared.",0
10646879,Methylene blue in the treatment and prevention of ifosfamide-induced encephalopathy: report of 12 cases and a review of the literature.,1
8523340,"All developed mucocutaneous side effects within 20 weeks of beginning im gold therapy, at a time when RA had improved markedly compared to pretreatment status.",1
9220046,CONCLUSIONS: The risk of drug-induced rhabdomyolysis due to the potential interaction between lovastatin and azithromycin or clarithromycin should be considered before the concomitant use of these agents.,1
20154441,Ischemic stroke associated with cough and cold preparation containing methylephedrine and supplement containing Chinese herbal drugs.,0
12885108,The patient was admitted to the hospital for exacerbation of heart failure.,0
7272895,"Her hearing gradually, then completely returned 2-3 months after the vincristine therapy was discontinued.",0
18203308,"Etanercept was stopped, and CD responded well to standard treatment.",0
20020238,Retinopathy in hepatitis C patients due to combination therapy with pegylated interferon and ribavirin.,1
8316494,"On histological examination, reddish-purple crystals were identified at frozen section but not in the paraffin sections.",0
20148841,Skin biopsies confirmed scrofuloderma and the patient was successfully treated for tuberculosis with resolution of the brain masses.,0
19558262,We describe a 28-year-old man who was brought to the emergency department with a new-onset seizure and clinical signs and symptoms consistent with advanced delirium tremens.,0
16882109,Allergic contact angioedema to benzoyl peroxide.,1
9013348,Mesalamine-induced hypersensitivity pneumonitis.,1
15227862,"However, cough mixtures are a readily available source of opioids.",0
6947095,Dural sinus thrombosis in children with acute lymphoblastic leukemia.,0
17364199,We report the first case of tuberculous uveitis due to etanercept.,1
15516308,"In case #1, the concentrations of quetiapine found were 7.20 mg/L (19 micromol/L) in blood and 0.93 mg/L (2.4 micromol/L) in vitreous fluid.",0
9787325,The other patient is also in remission and on maintenance treatment for leukemia.,0
9128433,All-trans retinoic acid (ATRA) has been used successfully in inducing remission in patients with acute promyelocytic leukemia (APL).,0
17852449,Outcome of pregnancy in women treated with all-trans retinoic acid; a case report and review of literature.,0
11054077,Bone marrow or stem cell transplantation is an established therapy for haematological malignancies.,0
2796025,"This panic anxiety was not relieved by taking etizolam and flunitrazepam again, but subsided rapidly by the re-administration of mianserin 30 mg/day, and because of that the depressive symptom also disappeared.",1
3528096,"Rebound hyperglycemia was observed with both intermediate (neutral protamine hagedorn) and long-acting (protamine zinc iletin) insulins, and the range of insulin doses at which the disorder developed overlapped previously determined therapeutic doses for these insulins in the cat.",1
3763264,"A child in whom a phenobarbital hypersensitivity drug reaction developed which consisted of fever, a pruritic desquamating erythrodermic rash, alopecia, icterus, protein-losing enteropathy, myositis, and nephritis, is described.",1
14674674,"Serum antinuclear antibodies were positive (1:640 speckled pattern), and anti-double-stranded DNA was positive (1:80); moreover, positivity of anti-extractable nuclear antigen was observed.",0
8478858,We describe a patient with respiratory failure due to Wegener's granulomatosis (WG) who obtained a dramatic and sustained response to pulse intravenous methylprednisolone and cyclophosphamide.,0
7139589,Delayed pseudocyst of the pancreas can be a complication of intramuscular L-asparaginase.,1
20185472,"The authors report five cases of tremor related to itraconazole therapy, which occurred within 1-12 months of initiating treatment and resolved gradually following itraconazole withdrawal.",1
17665812,"However, if the increment is severe and producing symptoms, withdrawing the probable causative drug is warranted.",0
18814036,A new sodium homoeostasis was established with a higher dose of DDAVP.,0
16046172,"In the other patient, a 78-year-old woman, Neisseria mucosa knee arthritis occurred after a single sodium hyaluronate injection.",1
7962394,Hypo-oestrogenic and anabolic/androgenic side-effects of danazol are well known by the gynaecologist and some of them are present in > 50% of patients being treated for endometriosis.,1
16830158,We describe a case of symptomatic hypophosphataemia following an intra-articular glucocorticoid injection.,0
19826099,"A high lamotrigine concentration was detected in the breast milk, and the neonatal lamotrigine serum concentration was in the upper therapeutic range.",0
7056119,Amiodarone was the third drug to induce AVT in this patient; she received 200 mg/day six days per week for six months.,1
11077455,"The current study investigated the visual fields and visual electrophysiology of eight patients with known vigabatrin-attributed visual field loss, three of whom were reported previously.",1
12381254,Black cohosh and other herbal remedies associated with acute hepatitis.,0
19061598,The patient had suffered two spontaneous left humeral fractures treated with prosthesis replacement just before the initial diagnosis of multiple myeloma.,0
19397665,MATERIALS AND METHODS: We describe a patient who sustained a parotid duct injury after Mohs micrographic surgery for treatment of squamous cell carcinoma.,0
7835785,Ovarian endometrioid carcinoma and endometriosis developing in a postmenopausal breast cancer patient during tamoxifen therapy: a case report and review of the literature.,1
9191742,"Subsequently, when ferrous sulfate was discontinued, the patient became hyperthyroid while taking the higher dose of thyroid hormone preparation.",0
10099659,Dihydropyrimidine dehydrogenase (DPD) is the rate-limiting enzyme in the catabolism of 5-FU.,0
9527943,The infants were treated with oral propranolol.,0
7351000,Acute non-lymphocytic leukemia occurred in eight women following long-term treatment with Treosulfan (= dihydroxybusulfan) for ovarian carcinoma.,1
19430731,"PDT was performed twice, but after the second cycle, patient developed choroidal ischemia and the visual outcomes were poor.",0
10586009,Codeine intoxication in the neonate.,1
1482749,"In contrast to two other reported cases, our patient was not overtly immunosuppressed.",0
20449718,"Post-transplant lymphoproliferative disorder (PTLD) is a life-threatening complication after lung transplantation, for which several risk factors including pretransplant seronegativity for Epstein-Barr virus are known.",0
7573304,"We reviewed medical records to identify preoperative, operative, and postoperative similarities and differences in care.",0
12847760,"Reversal reactions are caused immunologically by enhanced cell-mediated (Th-1) immunity to Mycobacterium leprae, resulting in inflammation of infected tissues, such as skin and nerves.",0
1331730,Transient bullous dermolysis of the newborn consists of congenital skin defects and a tendency for blistering of the skin and mucous membranes during the neonatal period.,0
7408538,The total amount received was 27 gm.,0
7880678,Reversal of post-reperfusion coagulopathy by protamine sulphate in orthotopic liver transplantation.,0
16175785,"The objective of this presentation is to document the salient clinical findings in a case of aflatoxicosis and to review the literature on the same so as to increase the index of suspicion, enhance early diagnosis and improve management.",0
11033734,"Three of these patients had convulsions attributed to imipenem/cilastatin; 3.6% of the patients had seizure, or 2% of imipenem/cilastatin administrations was followed by a seizure attack.",1
16515630,"While reviewing the literature, we found few less severe pulmonary injuries after intravenous use of paclitaxel, but none of these cases had a fatal outcome.",0
12811715,We describe 3 cases of diphenhydramine-induced cardiac toxicity that were responsive to bicarbonate.,1
3586163,Other upper tract neoplasms after cyclophosphamide are reviewed.,1
15259089,"Because steroid-containing regimen may cause reactivation of hepatitis B virus (HBV) and hepatitis may progress to be fulminant after its withdrawal, we administered CHO (CPA, DOX and VCR) therapy and the patient obtained complete response.",0
15379082,This case describes fulminant hepatic failure in a patient taking disulfiram with no previous liver disease and report of being compliant with alcohol abstinence.,1
15516308,"We present three cases from the Provincial Toxicology Center of British Columbia, Canada in which suicidal overdose deaths were associated with quetiapine.",1
3677571,Treatment is supportive; phenobarbital and carbamazepine may be used with caution as alternate anticonvulsant therapy.,0
3339190,"We present in this article the clinical features and autopsy findings of a steroid-dependent subject with asthma who died of acute, disseminated varicella.",0
18442213,Gastrointestinal ulcers occur frequently and are mainly caused by H. pylori infection.,0
10555917,Cessation of D-Pen and the start of corticosteroid therapy were followed by recovery from bicytopenia.,1
2362105,"The diagnosis was confirmed by liver biopsy, antimitochondrial antibody, muscle biopsy, and electromyography.",0
16239768,The authors report a case of urinary incontinence (UI) that occurred in a woman after administration of venlafaxine.,1
9586930,The diagnosis can be accurately made with axial computed tomography (CT) of the involved spinal segment.,0
17072720,"Conversely, bile reflux and nitrite and N-nitrous compounds caused by abnormal bacterial growth in the gastric stump may play a role in inducing mucosa-associated lymphoid tissue lymphoma.",0
1469187,"Since this amount of FAB was insufficient to bind all DGTX present in the serum, cardiac DGTX toxicity (total AV-block) persisted.",1
18755414,Our case is the second one in which hemorrhage from a meningioma may have been induced by aspirin prophylaxis.,1
12185373,Further prospective studies should examine the patterns and prevalence of cannabis use among chronic pain populations.,0
2602196,Severe hyperphosphatemia associated with tumor lysis in a patient with T-cell leukemia.,0
17476571,"Initially, the patient was treated with topical and systemic antibiotics, and corneal epithelium quickly regenerated.",0
9770151,"In North America, the adult tapeworm of Taenia (Multiceps) serialis is found in canids.",0
7594371,We report the case of a 20-year-old female with polyarteritis nodosa (PAN) who developed bilateral sensorineural hearing loss 25 minutes after receiving 30 mg of intravenous ketoralac.,1
19687711,Future investigations evaluating the efficacy of adjunctive antibiotics for purulent SSTIs and monitoring the incidence of SJS/TEN in the era of CA-MRSA are necessary to reduce unnecessary use of sulfonamide drugs.,0
10713244,There was no residual corneal scarring.,0
7249424,Two patients on long-term lithium therapy developed the nephrotic syndrome.,1
11716269,The vacuum-assisted wound closure technique and device (the V.A.C.) has become a widely accepted technique in the management of chronic and difficult wounds.,0
16685112,"However, this phenomenon has been largely limited to skin.",0
15148133,"Polyacrylamide gel may have favorable properties for facial tissue augmentation, but a severe granulomatous inflammatory response induced by injection of polyacrylamide gel may occur.",0
6236730,"A patient developed transient, acute myopia while on isotretinoin (Accutane) therapy for acne.",1
11247558,The endoscopic and histological features were consistent with the diagnosis of ischaemic colitis.,0
6958210,Six patients with rheumatoid arthritis developed a syndrome resembling lupus erythematosus while being treated with penicillamine.,1
8722737,RESULTS AND CONCLUSIONS: Clonazepam provided effective relief for > 6 months in two patients with shooting/shocking phantom limb pain.,0
16531969,We report three cases of IFN beta induced hepatitis in MS and discuss the pathology findings and possible mechanisms of drug-induced liver injury.,1
11782125,A causal relationship between the administration of halothane and clinical improvement is suggested.,0
681921,Catatonia associated with disulfiram therapy.,1
658848,"In two cases of chronic schizophrenia complicated by diabetes mellitus, the concomitant use of the neuroleptica and oral antidiabetics was attended by the appearance of symptoms simulative of syndrome malin, i.e. hyperpyrexia, tachycardia, blood pressure instability, disturbances of consciousness, muscle rigidity, tremor, dysphagia, salivation and urinary incontinence.",0
18037876,DIAGNOSIS: Sustained ventricular tachycardia possibly owing to thalidomide treatment.,1
17593505,"However, whether or not the microgranulations were bacterial colonies, infection did not recur during a 2-year follow-up period.",0
6268276,The onset of this endocrine syndrome appeared to coincide with a more aggressive phase of the course of small cell carcinoma.,0
18775393,The patient had been receiving acenocoumarol 4 mg/d for 10 years for episodes of atrial fibrillation and recurrent deep venous thrombosis.,0
20048174,PATIENTS AND METHODS Patients with advanced PEComa were treated with sirolimus and consented to retrospective collection of data from their medical records and analysis of archival tumor specimens.,0
12954301,Three eyes had a UCVA of 20/20(-2) or better and a BCVA of 20/20(-1) or better.,0
626922,A 59-year-old white man developed keratoacanthoma of the nose immediately following one course of MOPP polychemotherapy for clinical state IV B mixed cellularity Hodgkin's disease.,0
10220238,Multiple reports in the last decade have shown increased mortality and increased utilization of resources in patients who received catheterization of the right side of the heart.,0
